label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,0.25189953342426535,-0.013993640292054722,-0.004655912910132347,0.501565931514589,-0.13065780797085472,-0.021016089881762436,0.6468792656814948,-0.3006204580463172,-0.03908077272388468,0.7211719699685646,-0.4768068849623362,-0.068928427905843,0.5172295269338145,-0.23032021113939838,-0.10480147169122335,0.6862328769610786,-0.4602165455133137,-0.16933366926915935,0.770743112521382,-0.6299446884920831,-0.2138288129747969,0.8340732585643081,-0.7884935357496211,-0.2473021231358545,0.40339189611958204,-0.3399123296256655,-0.14735172566707846,0.5709843124091091,-0.6022539141154076,-0.20532068343867996,0.6645206067923008,-0.7848620480874442,-0.24827878747474424,0.7385117463670856,-0.9375689707680678,-0.28570272507199074,0.2548693945929512,-0.43459119757897363,-0.18617558826874792,0.4032407246476816,-0.6924291562880847,-0.2454859415495385,0.4954011705639636,-0.8500194817289399,-0.2776714731101988,0.5789786956528507,-0.975903617583259,-0.3050361360555353,0.08370035596309522,-0.5189107664179612,-0.2213123358680334,0.17263282725802578,-0.7390945120669985,-0.28630809191216844,0.23253830066403902,-0.8779852312411184,-0.3081010387480607,0.2895519306108028,-1.0,-0.3224014319625045
A,0.0,0.0,0.0,0.2766924966046885,-0.12050552055500513,-0.08301256323817287,0.4742419838775376,-0.3761655075247882,-0.08150903719232508,0.6002938281502386,-0.6860190958585303,-0.0889744277044688,0.6631630041240745,-0.950138351515492,-0.08353250238727593,0.49487948129796516,-0.6074923747300227,0.15510833037972196,0.5646873018051064,-0.8493664786324971,0.10322992223788924,0.49079657195089144,-0.7992849587430486,0.038184512310074054,0.43791355542326055,-0.6927697422372429,0.003942467488450807,0.36347001375411786,-0.682964666070979,0.17169816810706198,0.4384157481948396,-0.9675847963515393,0.10106035330469233,0.36958929966365617,-0.8501182551610356,0.025558619724008174,0.3272830160954512,-0.6937485211352064,0.0002486378563930432,0.22231440854592072,-0.7177390304697469,0.16098664911438634,0.26931200238563174,-1.0,0.09627571248381028,0.22893145738546428,-0.8848945643682992,0.06586649776506741,0.1982886225461649,-0.7260287766830427,0.07036382014192591,0.07473169746126859,-0.7202864054644796,0.13914253307846788,0.09302445812773286,-0.9270956121878987,0.1064576898354349,0.0899876396615601,-0.8673911798612919,0.10317985692473726,0.09301073642334591,-0.7518385463204763,0.11627520467270304
A,0.0,0.0,0.0,0.23336799644621897,-0.12733599993037736,-0.10538136740627874,0.39469142608706836,-0.4730821520505188,-0.12808501264267214,0.42645216149876325,-0.8031897000891851,-0.14117036534749228,0.5040968091269209,-1.0,-0.12521960642302563,0.2777944214113793,-0.7350207297586403,-0.03428496842379072,0.254843880719792,-0.9826675606615511,-0.1532910166293243,0.22825451724087045,-0.710530970906445,-0.18884678823154147,0.22531740728366187,-0.598556219703279,-0.19016280722489665,0.110306031173531,-0.7204549384577604,-0.016916916662584217,0.07636651431672013,-0.9215610300970289,-0.14646020689547568,0.09481731439042931,-0.5971722808107555,-0.14529136739114337,0.120429075922339,-0.5422844886464037,-0.10765112651577508,-0.04021610068642612,-0.6809506250711834,-0.02444933576222744,-0.0842757298172898,-0.8451820764115893,-0.1633834122871427,-0.03991668082452866,-0.5457353492615272,-0.10619365108896756,0.0026026186431987964,-0.4905456067933521,-0.027002678778718543,-0.18859371848772088,-0.6268017219491763,-0.03987822060072754,-0.22126877114929172,-0.7505226426781403,-0.11862551125419264,-0.16847732005105154,-0.5420855533428509,-0.07212394063017337,-0.12942158070605667,-0.4736287275064997,-0.010653344950664105
A,0.0,0.0,0.0,0.24895894571820498,-0.11001942658402268,-0.10129719533623788,0.4181408265324859,-0.4552455634403724,-0.12012941644363033,0.4470313124439692,-0.7985515120795086,-0.12953852917413777,0.5204017707663086,-1.0,-0.11086252648311613,0.30757681138623105,-0.7296626501934171,-0.03805431100734998,0.29689643347050754,-0.9927558245034186,-0.1567173390952742,0.26093150393237885,-0.7145318254971215,-0.19136380882668122,0.2489432262325234,-0.5947675714918351,-0.19199043044110903,0.13947976796110362,-0.7281403674849286,-0.022945160877968006,0.11413175976459733,-0.9508053391474214,-0.15631409330115276,0.12184076913225353,-0.6187980360479631,-0.1579767664469478,0.13682114967110592,-0.5426309558527407,-0.12141896879125354,-0.012991045872352376,-0.6998689207058995,-0.03119368674221183,-0.04793464281470989,-0.8846573576451092,-0.17638775596831938,-0.012431268236532162,-0.568602342917012,-0.12177770818879798,0.019282938783886584,-0.49058557109373674,-0.042182429975117904,-0.16588018608013505,-0.6534201550423481,-0.04608838161831528,-0.18862686049274704,-0.7968641265520823,-0.13259241296721302,-0.1412234012800869,-0.5763809809267668,-0.08855254396356996,-0.10825218992687642,-0.49073996923224106,-0.027253418039302778
A,0.0,0.0,0.0,0.25255506748061757,-0.11057528901330141,-0.10281111168408343,0.4197871813334953,-0.44415172800698666,-0.12491888210057298,0.4520809054095347,-0.7851352745156442,-0.1383013088965618,0.5167473002451299,-1.0,-0.124382835083437,0.309688271453207,-0.72627844948328,-0.04134712424036547,0.30294011330150405,-0.991472505058275,-0.1647847522636427,0.2708666013115367,-0.7189037303512886,-0.2039944443908558,0.2584837320671018,-0.5944781662777169,-0.20605129949814713,0.1425864340872308,-0.7304103781632895,-0.026151972183654955,0.12134259486856197,-0.9512988609121379,-0.16166190004238762,0.12702853937068215,-0.6204882548734395,-0.1667144757381836,0.14016400474644042,-0.5407915296666985,-0.13232078433970912,-0.009727792991963632,-0.7085323146415734,-0.03450501507705572,-0.0405670280477613,-0.8957945227003044,-0.18138520830364235,-0.007653008601236349,-0.578574409900049,-0.12882729720011424,0.023960848614191704,-0.49371077366785904,-0.04968517184261299,-0.16234645641208048,-0.6677780894517013,-0.0497204640947527,-0.18340420701960364,-0.8167755436862414,-0.13782672510174224,-0.1378743581364727,-0.5954974364016506,-0.0946413890867279,-0.10487204178872557,-0.5034417476617227,-0.03288762321425137
A,0.0,0.0,0.0,0.2495647686533844,-0.10557248216086708,-0.1067779486142913,0.42045300097232585,-0.4312219192106384,-0.13123704936447506,0.4555324876671939,-0.7748811329935827,-0.14627918332379625,0.5137202377175443,-1.0,-0.13392898830159702,0.31755502040121203,-0.7255500054201088,-0.04148012925629762,0.31032074934869086,-0.9921067909652453,-0.16679048073897104,0.27438973885731704,-0.7220539141468327,-0.20787399730169012,0.2625501674905652,-0.5922665751916341,-0.21012356042348293,0.14971372234957406,-0.7301021218248649,-0.0246510107921908,0.12982255270946833,-0.9551439738804036,-0.16192633269046694,0.13152356594528683,-0.6246728196607254,-0.16796412320030688,0.1463266629344285,-0.5380547340896557,-0.1326799172036225,-0.004094676658783371,-0.7078944974609769,-0.031967898846164425,-0.03375240768595648,-0.8994734017968798,-0.17989485314413634,-0.004242894111417481,-0.5835699888139416,-0.1272108142941139,0.02794979128948312,-0.492928138463388,-0.04669584873917177,-0.15773633103292742,-0.6650757347589592,-0.04659095825104132,-0.17691106788155894,-0.8188098797297715,-0.1357710624120671,-0.13327238657514126,-0.5980532557900954,-0.09238102678078522,-0.1002881909149289,-0.5032210171185345,-0.02937910666243601
A,0.0,0.0,0.0,0.25553443675588144,-0.10130387312881096,-0.10903647437732891,0.430119578690367,-0.4335599913718588,-0.13289099631656617,0.46467551858723566,-0.778363157993457,-0.1474611933570512,0.5280100020788818,-1.0,-0.1342187746327344,0.32539932506678215,-0.7298645444357086,-0.037695529890898694,0.3203384005426976,-0.9960174954319306,-0.1653113198484145,0.2817186764869085,-0.7212825137901767,-0.2073379971387405,0.2695828129615938,-0.5915631198545721,-0.20967380845754874,0.15717987954989862,-0.7392944423516686,-0.02087342353714022,0.14025526089967127,-0.9628484862457739,-0.1613162252475676,0.13818771130739785,-0.6286129364284184,-0.16823083976738498,0.15222031028483807,-0.5399699226437125,-0.13217334002529138,0.002446984605332879,-0.7195880492429275,-0.0292210487760944,-0.024400826785376552,-0.9073541617495119,-0.18072992146431527,0.0014822779230563626,-0.586252201973531,-0.12834327132449874,0.033000246574143396,-0.4946777498683114,-0.046553723088578476,-0.15257156120900264,-0.6775609323394298,-0.04517582887083983,-0.1696225930690392,-0.8310916317972011,-0.13614762626934584,-0.12883777414277386,-0.6060780721731506,-0.09280088221057133,-0.09687687079827499,-0.5103361848923124,-0.02916192996311249
A,0.0,0.0,0.0,0.2568539443490849,-0.10704816291530354,-0.10222514494669316,0.43629852897572463,-0.4365361142799423,-0.1253073625016538,0.4719253284423425,-0.7795180156610705,-0.14125551324332575,0.5360566230540557,-1.0,-0.13179395705617722,0.32529213553232,-0.7385205135423624,-0.032890209733086796,0.32722298443925735,-0.9969472502237915,-0.15809224907912048,0.28435350669194553,-0.7233783063549374,-0.2002470003619011,0.2667040763371362,-0.5866805873587492,-0.2018138080552081,0.15861035319198752,-0.7494858319266188,-0.018453349122433692,0.15171050228248295,-0.9844948220221872,-0.15701535464163324,0.1445111761431074,-0.6510716055735576,-0.16473574578596337,0.15149413082070615,-0.5412584421118516,-0.12823660003236642,0.005703458313680525,-0.7319592083110774,-0.028054809931465415,-0.01668488170217536,-0.9296944068147426,-0.17523182954521974,0.007064939366848545,-0.6069931334295222,-0.12448445030623422,0.031463339609581614,-0.4954416999333126,-0.0433578755798417,-0.1482329891014371,-0.6905129069201792,-0.0446164378710301,-0.16202081895357565,-0.861818577078599,-0.1308406356836883,-0.12097991603794708,-0.640167106691712,-0.08703852735860779,-0.090880441606028,-0.5318264563667753,-0.023402867597403645
A,0.0,0.0,0.0,0.26111086544015827,-0.10788202532719901,-0.08353686940668054,0.4488933801505053,-0.4096644000381528,-0.10339824224548948,0.4963451433199171,-0.7282670276244978,-0.12663446058425984,0.5400352655695289,-0.9842102100803926,-0.1349094707520628,0.36680445832628544,-0.7340542971584287,0.005090255532763776,0.4006686458271158,-0.9620080116933204,-0.12386493646916608,0.35225939388987915,-0.726023666243033,-0.18712165946410605,0.3112133961572348,-0.5322690669357723,-0.19747777250984838,0.20112757018361932,-0.7708715596785091,0.008081492346595717,0.23720428350551342,-1.0,-0.12903565591335658,0.2050489412892913,-0.6893800148684908,-0.15707446320974422,0.1820409531936023,-0.4938247576434017,-0.13203939643538776,0.03611250636789025,-0.7714969960611785,-0.013545493634527369,0.051125557444467735,-0.9772764724277541,-0.1584946960767236,0.05467819077158108,-0.6588184051213603,-0.13058943104855217,0.054310642789565246,-0.46427031066975827,-0.06134878745984025,-0.13887344907541901,-0.7386445322205827,-0.040671781205079825,-0.11901445582969569,-0.9489293714959253,-0.13163218856861164,-0.08621394643813583,-0.734176846202338,-0.0984722738651258,-0.06826269279909353,-0.5773950753131296,-0.03962978280000209
A,0.0,0.0,0.0,0.2696413786239387,-0.11324995895413169,-0.07655621312547332,0.4624639942508355,-0.41324235714176555,-0.09329239041501969,0.5195113837140183,-0.7369446709532007,-0.11367772540220437,0.5488707390176343,-1.0,-0.1207977263779009,0.39127899709367825,-0.7263911806437481,-0.0012527351538124567,0.41993675213742193,-0.9562430471825685,-0.12629585227645276,0.36717566808763086,-0.718670247094168,-0.18678353939761116,0.3215097395282096,-0.5317948741057584,-0.19712599614662948,0.2287742900436242,-0.7651690443228764,-0.001104773205616114,0.25572222507399034,-0.9940219974506499,-0.13603640908177936,0.2170701439603013,-0.6797901116094957,-0.16167774587615777,0.18887584477099148,-0.4853970751830998,-0.13683778312895684,0.06557650538415993,-0.7643369593455859,-0.0227873195359563,0.07043030176452171,-0.9714426554933087,-0.1636966956465948,0.06930874055602164,-0.6473920885509261,-0.12849950845431637,0.06688086275084511,-0.4541732186582958,-0.05696947865050973,-0.10943073397065779,-0.7274388788815774,-0.04953098647195178,-0.09564108552313204,-0.9208731661117474,-0.14110655343392667,-0.05879825534487738,-0.6969077081201854,-0.10525453035262998,-0.03816217565437302,-0.5452206935439061,-0.045372031007992406
